Manuscript,Canonical Story ID,ID Number,ID Letter,Recension ID,Incipit,Canonical Incipit
EMML (HMML) 6938,52,52,,,ወሀሎ፡ በመዋዕለ፡ ሢመቱ፡ ለአብ፡ ኤጲስ፡ ቆጶስ፡ አባ፡ ሚካኤል፡ ዘደብረ፡ ምጥማቅ፡ መጽኡ፡ ኀቤሁ፡ መነኮሳተ፡ ደብር፡ ሶበ፡ ቀርበ፡ በዐለ፡ ፋሲካ,TRUE
EMML (HMML) 6938,53,53,,,ወሀሎ፡ ውስተ፡ ዝንቱ፡ ደብር፡ ቅዱስ፡ ደብረ፡ ምጥማቅ፡ ቤተ፡ ክርስቲያን፡ ዘሕንጽት፡ በስመ፡ እግዝእትነ፡…. ዔላ፡ ዘውእቱ፡ ምዕላደ፡ ማይ,TRUE
EMML (HMML) 5520,54,54,,EMML (HMML) 5520,ወሀለወት፡ ሥዕለ፡ እግዝእትነ፡ ማርያም፡ በደብረ፡ ነጋድያን፡ በቤተ፡ ሕሙማን፡ መንገለ፡ ምሥራቅ,TRUE
EMML (HMML) 6938,54,54,,EMML (HMML) 6938,ስምዑ፡ አበውየ፡ ወአኃውየ፡ ዘንተ፡ ነገረ፡ ዘኮነ፡ በእንተ፡ እግዝእትነ፡…. እመ፡ ምሕረት፡ ሰማዒት፡ ለዘሰአላ፡ ወመስተፍሥሒት፡ ለሕዙናን፡ በአማን፡ ተወካፊት፡ ለዘሰአላ፡ በጥቡዕ፡ ልብ፡ ወበጽኑዕ፡ ሃይማኖት። ወእንዘ፡ ሀሎኩ፡ አነ፡ ነዳይ፡ ዮሐንስ፡ እስቁፍ፡ ዘገዳመ፡ አስቄጥስ፡ በደብረ፡ ነጋድያን፡ አዘዘኒ፡ መምህር፡ ከመ፡ እትለአኮሙ፡ ለሕሙማን,TRUE
EMML (HMML) 6938,55,55,,,ወሀለዉ፡ በገዳመ፡ አስቄጥስ፡ ብዙኃን፡ ሕሙማን፡ እምአበው፡ ቅዱሳን,TRUE
EMML (HMML) 6938,56,56,,,ወአሐተ፡ ዕለተ፡ ወፅአ፡ መምህር፡ ዘአስቄጥስ፡ ገዳመ፡ ወርእየ፡ ብዙኀ፡ መናፍስት፡ ወአጋንንት፡ ዘአልቦ፡ ኍልቈ፡ ወደንገፀ፡ ወጐየ,TRUE
EMML (HMML) 6938,57,57,,,ወሀለወት፡ ብእሲት፡ ነዳይት፡ ወሞተ፡ ምታ፡ ወኀደገ፡ አዋልደ፡ ለአሐቲ፡ ስማ፡ ማርያም፡ ወለካልእት፡ ስማ፡ ማርታ፡ ወለሣልሲት፡ ስማ፡ የዋሂት,TRUE
EMML (HMML) 6938,58,58,,,ወሀለወት፡ አሐቲ፡ ብእሲት፡ ፈራሂተ፡ እግዚአብሔር፡ ወመፍቀሪተ፡ ነዳያን፡ ወመፍቀሪተ፡ ጽድቅ፡ ወምጽዋት፡ ወሥርጉት፡ በኵሉ፡ ምግባረ፡ ሠናይ፡ በጾም፡ ወበጸሎት፡ ዘስማ፡ ማርታ,TRUE
EMML (HMML) 6938,59,59,,,ወሀለወት፡ ሀገር፡ እምአህጉረ፡ ጽዒድ፡ ዘትሰመይ፡ በድርማን፡ ወይነብር፡ ውስቴታ፡ ብእሲ፡ ዘስሙ፡ አብርሃም፡ ወስመ፡ ብእሲቱ፡ ጌራ፡ አንስት,TRUE
EMML (HMML) 6938,60,60,,,ወኮነ፡ በሀገረ፡ ጽዒድ፡ ፀብእ፡ ምስለ፡ ዐረብ፡ በበይናቲሆሙ። ወአሐቲ፡ እምአንስተ፡ ዐረብ፡ ነሥአት፡ ሥርጓ፡ ዘወርቅ፡ ወዘብሩር፡ ወአዕቀበቶሙ፡ ኀበ፡ ብእሲት፡ ክርስቲያናዊት,TRUE
EMML (HMML) 6938,61,61,,,ወሀለዉ፡ በአሐቲ፡ ሀገር፡ እምአህጉረ፡ ክርስቲያን፡ ፪፡ አኃው፡ ፍቁራን፡ ወጽፉቀ፡ ይትፋቀሩ፡ በበይናቲሆሙ፡ ወየአምሩ፡ ግብረ፡ እድ፡ ወግብረ፡ እዶሙሰ፡ ጽሒፍ,TRUE
EMML (HMML) 6938,62,62,,,ወኮነ፡ በአሐቲ፡ ሀገር፡ እምአህጉረ፡ ክርስቲያን፡ ወሀገሩሰ፡ ዐቢይ፡ ይእቲ፡ ወሰብአ፡ ዚአሃ፡ ነገሥታቲሃ፡ ወጳጳሳቲሃ፡ ወኵሉ፡ ሕዝባ፡ እድ፡ ወአንስት፡ ያፈቅርዋ፡ ለእግዝእትነ,TRUE
EMML (HMML) 6938,63,63,,,ወእንዘ፡ የሐንጹ፡ ቤተ፡ ክርስቲያን፡ በደብረ፡ ቍስቋም፡ በስመ፡ እግዝእትነ፡…. ሶበ፡ አዘዞ፡ ንጉሥ፡ መፍቀሬ፡ እግዚአብሔር,TRUE
EMML (HMML) 6938,64,64,,,ተአምሪሃ፡ ለእግዝእትነ፡… እንተ፡ ገብረቶ፡ በላዕለ፡ መሠርይት፡ ጣውሉዳር፡ ወጣማር፡ መርዓታ፡ ለድምሳሴሆን፡ በጽንዐ፡ መዝራዕታ። ነገረ፡ ተአምሪሃ፡ ለእግዝእትነ፡…. ዘነገረቶ፡ ለጢሞቴዎስ፡ ሊቀ፡ ጳጳሳት፡ ዘእለስክንድርያ፡ ወልደ፡ ዲዮስቆሮስ፡ ወትቤ፡ ስማዕ፡ እንግርከ፡ ዘረከበነ፡ አመ፡ ናንሶሱ፡ ውስተ፡ ምድረ፡ ግብጽ,TRUE
EMML (HMML) 6938,65,65,,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘይትጌበር፡ አዕጻዳተ፡ ወይን፡ በሀገር፡ ዘትሰመይ፡ መንፈሉጥ፡ ወኮነ፡ ዝንቱ፡ ብእሲ፡ ይነሥእ፡ ዓስቦ፡ እምቈጽለ፡ ገነት,TRUE
EMML (HMML) 6938,66,66,,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ቀሲስ፡ በደብረ፡ አባ፡ መቃርስ፡ ዘስሙ፡ ዮሐንስ፡ ወዘልፈ፡ ታስተርእዮ፡ እግዝእትነ,TRUE
EMML (HMML) 6938,67,67,,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ከሐዲ፡ ወየኀድር፡ ውስተ፡ ሀገረ፡ ቁስያ፡ ወባዕል፡ ጥቀ፡ በንዋይ፡ ወይጸልእ፡ ዘመደ፡ ክርስቲያን,TRUE
EMML (HMML) 6938,68,68,,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ መስተጋድል፡ ፈድፋደ፡ በከዊነ፡ ስምዕ፡ በእንተ፡ ስመ፡ እግዝእነ፡ ወአምላክነ፡ ወመድኃኒነ፡ ኢየሱስ፡ ክርስቶስ፡ ዘስሙ፡ ጊዮርጊስ፡ ሐዲስ,TRUE
EMML (HMML) 6938,69,69,,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘስሙ፡ ማርቆስ፡ ዘነግሠ፡ በሮምያ፡ እምድኅረ፡ ሞተ፡ አቡሁ፡ ንጉሥ፡ ዘስሙ፡ ገብረ፡ ኢየሱስ,TRUE
EMML (HMML) 6938,70,70,,,ወሀሎ፡ አሐዱ፡ ሊቀ፡ ጳጳሳት፡ ዘስሙ፡ ዲዮናስዮስ፡ በሀገረ፡ ሮምያ፡ ወሶበ፡ ኃጥእዎ፡ ሕዝብ፡ ለብፁዕ፡ ማርቆስ፡ ውስተ፡ ቤተ፡ መንግሥቱ፡ ሖሩ፡ ኀበ፡ ሊቀ፡ ጳጳሳት,TRUE
EMML (HMML) 6938,71,71,,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘስሙ፡ መስፍያኖስ፡ ንጉሠ፡ ሮምያ፡ ወስመ፡ ብእሲቱ፡ ስፍንግያ፡ እስመ፡ መካን፡ ይእቲ,TRUE
EMML (HMML) 6938,72,72,,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ አሞራዊ፡ ዘሀገረ፡ ቀራይስ፡ ወአረማዊ፡ ውእቱ፡ ወኢየአምር፡ ለእግዚአብሔር,TRUE
EMML (HMML) 6938,73,73,,EMML (HMML) 6938,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዕቡይ፡ ዘአንበረ፡ ውስተ፡ ሰማይ፡ አፉሁ፡ ወአንሶሰወ፡ ውስተ፡ ምድር፡ ልሳኑ,TRUE
EMML (HMML) 4435,73,73,,EMML (HMML) 4435,ድርሳን ፡ ዘደረሰ ፡ ፩ብእሲ ፡ ዘስሙ ፡ ቴዎድሮስ ፡ ዘእምዘመደ ፡ ክቡራን ፡ ነገሥት ፡ ዘደረሰ ፡ በእንተ ፡ ዕበያ ፡ ወክብራ ፡ ለእግዝእትነ ... ለብርሃን ፡ ይቤ ፡ እነግረክሙ ፡ አኃውየ ፡ ዕበያ ፡ ወክብራ ፡ ለዛቲ ፡ ድንግል ፡ ወሀሎ ፡ ፩ብእሲ ፡ ውስተ ፡ ሀገር ፡ እኩይ ፡ ወአኃዘ ፡ ይጽርፍ ፡ ላዕለ ፡ ስማ ፡ ለእግዝእትነ ... ወአስተርአየቶ ፡ በህልም ፡ ወትቤሎ,TRUE
EMML (HMML) 6938,74,74,,,ኦኵልክሙ፡ ማኅበረ፡ ክርስቲያን፡ ክሥቱ፡ አእዛነ፡ አልባቢክሙ፡ ለሰሚዐ፡ ተአምሪሃ፡ ለእግዝእትነ፡…. ወሰሚዐክሙ፡ ከመ፡ አድኃነቶሙ፡ ለኃጥኣን፡ እምስሕተቶሙ፡ በትንብልናሃ፡ በልዋ፡ ኦድንግል፡ አፍጥኒ,TRUE
EMML (HMML) 6938,75,75,,,ተአምር፡ ወውዳሴ፡ ክቡር፡ ዘገብረ፡ እግዚእነ፡ ኢየሱስ፡ ክርስቶስ፡ ላዕለ፡ እሙ፡ ድንግል። ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘስሙ፡ ጢባርዮስ፡ ንጉሠ፡ ሮሜ፡ ዘበመዋዕሊሁ፡ ተሰቅለ፡ እግዚእነ,TRUE
EMML (HMML) 6938,76,76,,,ወኮነ፡ ሶበ፡ ሖረ፡ ዮሐንስ፡ ኀበ፡ ጢባርዮስ፡ ንጉሠ፡ ሀገረ፡ ሮሜ፡ በከመ፡ ይቤሎ፡ እግዚእነ,TRUE
EMML (HMML) 6938,77,77,,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘስሙ፡ ጴጥሮስ፡ በዋርስ፡ ወሐነጸ፡ ቤተ፡ ክርስቲያነ፡ በስመ፡ እግዝእትነ፡ ማርያም። ወነበረ፡ ያስተበቍዕ፡ ኀቤሃ፡ ከመ፡ ትስአል፡ ሎቱ፡ ኀበ፡ ወልዳ፡ ያርኢዮ፡ ምስጢረ፡ ሥላሴሁ,TRUE
EMML (HMML) 6938,78,78,,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ አረማዊ፡ ዘስሙ፡ ርውኅ፡ ወአመ፡ ሜጦ፡ እግዚአብሔር፡ ኀበ፡ አሚነ፡ ሥላሴ፡ በጸሎታ፡ ለእግዝእትነ፡ ማርያም፡ ተሰምየ፡ እንጦንስሃ፡ ሐዲሰ,TRUE
EMML (HMML) 6938,79,79,,,ተአምር፡ ዘተከሥተት፡ በእደ፡ አቡነ፡ ሊቀ፡ ጳጳሳት፡ አባ፡ ማቴዎስ። ወሀሎ፡ ቀሲስ፡ እምሰብአ፡ መላዊ፡ ዘስሙ፡ ማርቆስ፡ ወቦቱ፡ ብእሲት፡ ወመጽአ፡ ላዕሌሃ፡ ለምጽ፡ ዲበ፡ ሕንብርታ,TRUE
EMML (HMML) 6938,80,80,,,ወበዓመት፡ ፲፻ወ፩፻፡ ፲ወ፪፡ ለሰማዕታት፡ በጽሑ፡ መነኮሳት፡ እምደብረ፡ አቡነ፡ እንጦንዮስ፡ ከመ፡ ይግበሩ፡ ሰሙነ፡ ሕማማት፡ በደብረ፡ ቍስቋም,TRUE
EMML (HMML) 6938,81,81,,,ወበዐመት፡ ፲፻፴፡ ወ፰፡ ሖረ፡ ኀበ፡ አቡነ፡ ቆሞስ፡ ዮሐንስ፡ አበ፡ ምኔት፡ ዘደብረ፡ አቡነ፡ እንጦንዮስ፡ ወእሙር፡ ውእቱ፡ በቅድስና፡ ወበንጽሕ,TRUE
EMML (HMML) 6938,82,82,,,ወሀሎ፡ በሀገር፡ ዘትሰመይ፡ እልክሱስ፡ ብእሲ፡ ቀሲስ፡ ዘስሙ፡ ከጢር፡ ወአረጋዊ፡ ብእሲሁ፡ ወይነብር፡ ውስተ፡ ቤተ፡ ክርስቲያነ፡ እግዝእትነ፡…. ወይሴሰይ፡ እምምጽዋተ፡ ሰብእ,TRUE
EMML (HMML) 6938,83,83,,,ወሀለዉ፡ ፪፡ አኃው፡ ውስተ፡ ሀገር፡ ዘትሰመይ፡ ደልጋ፡ የአልሉ፡ አልባሰ፡ በቀለመ፡ ኒል፡ ወአሐዱ፡ እምኔሆሙ፡ ቀሲስ፡ ዘስሙ፡ ታግ,TRUE
EMML (HMML) 6938,84,84,,,ይቤ፡ ዮሐንስ፡ አፈ፡ ወርቅ፡ እንዘ፡ ይዜኑ፡ ዘከመ፡ ኃውጸቶ፡ እግዝእትነ፡ ማርያም፡ ምስለ፡ ፍቁር፡ ወልዳ፡ ለዮሐንስ፡ መጥምቅ፡ እንዘ፡ ሀሎ፡ ገዳመ,TRUE
EMML (HMML) 6938,85,85,,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘስሙ፡ ፒፋሞን፡ በሀገረ፡ አውሴም፡ ክቡረ፡ ዘመድ፡ ወአቡሁ፡ መኰንነ፡ ሀገር,TRUE
EMML (HMML) 6938,86,86,,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ በሀገረ፡ ስንሑት፡ ዘስሙ፡ ዮሐንስ፡ እምንእሱ፡ ዘአሥመሮ፡ ለእግዚአብሔር፡ በሠናይ፡ ገድል,TRUE
EMML (HMML) 6938,87,87,,,ወኮነ፡ ሶበ፡ ጥዕመት፡ ሞተ፡ እግዝእትነ፡ ማርያም፡ አመ፡ ፳ወ፩፡ ለጥር፡ ተማከሩ፡ አይሁድ፡ እንዝ፡ ይብሉ፡ ሚንገብር፡ ሐዘነ፡ ሞት፡ ወረደ፡ ላዕሌነ፡ በእንተ፡ ኢየሱስ,TRUE
EMML (HMML) 6938,88,88,,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ በሀገረ፡ ኢየሩሳሌም፡ እምመስፍንተ፡ ሮሜ፡ ወመጽአ፡ ከመ፡ ይጸሊ፡ ኀበ፡ መቃብረ፡ እግዚእነ፡ ኢየሱስ፡ ክርስቶስ,TRUE
EMML (HMML) 6938,89,89,,,ወኮነ፡ ሶበ፡ አንገሦ፡ እግዚአብሔር፡ ለንጉሥ፡ ዘይኑን፡ ዲበ፡ ሀገረ፡ ሮሜ፡ ወቍስጥንጥንያ፡ ወአድያመ፡ ግብጽ፡ ወተዘከረ፡ በልቡ፡ ወይቤ,TRUE
EMML (HMML) 6938,90,90,,,ወኮነ፡ በአሐቲ፡ ዕለት፡ እንዘ፡ የዐውድ፡ ካህን፡ ወእንዘ፡ የዐጥን፡ ቤተ፡ ክርስቲያነ፡ ወበጽሐ፡ ኀበ፡ ሀለወ፡ ሥዕለ፡ እግዝእትነ,TRUE
EMML (HMML) 6938,91,91,,,ወኮነ፡ ሶበ፡ ኀደረት፡ እግዝእትነ፡ ማርያም፡ ምስለ፡ ፍቁር፡ ወልዳ፡ ውስተ፡ ደብረ፡ ምጥማቅ፡ ምስለ፡ ዮሴፍ፡ ወሰሎሜ፡ ወባረኮ፡ እግዚአብሔር፡ ለውእቱ፡ መካን,TRUE
EMML (HMML) 6938,92,92,,,ተብህለ፡ ከመ፡ ሀሎ፡ አሐዱ፡ ብእሲ፡ ፈራሄ፡ እግዚአብሔር፡ ዘስሙ፡ ሚካኤል፡ ወያፈቅራ፡ ለእግዝእትነ፡ ማርያም፡ እምንእሱ፡ ወጸሓፊ፡ ውእቱ,TRUE
EMML (HMML) 7543,93,93,,,ተብህለ፡ ከመ፡ ሀሎ፡ አሐዱ፡ ብእሲ፡ ተንባላታይ፡ እምዘመደ፡ ተንባላት፡ በሀገረ፡ ምስር፡ በጎረ፡ ቤተ፡ ክርስቲያን፡ ዘቅዱስ፡ ማርቆስ፡ ወቤተ፡ ክርስቲያን፡ ዘቅዱስ፡ አባ፡ ሲኖዳ,TRUE
EMML (HMML) 6938,94,94,,,ወሀሎ፡ አሐዱ፡ መነኮስ፡ ባሕታዊ፡ በኢየሩሳሌም፡ እምመነኮሳት፡ ቀደምት፡ ወይትቀነይ፡ ለእግዚአብሔር፡ በጾም፡ ወበጸሎት,TRUE
EMML (HMML) 6938,95,95,,,ወሀለዉ፡ ፪፡ መነኮሳት፡ ስሙ፡ ለአሐዱ፡ አብርሃም፡ ወስሙ፡ ለአሐዱ፡ ይስሐቅ፡ ወፈቀዱ፡ ይሖሩ፡ ኀበ፡ ሊቀ፡ ጳጳሳት፡ ዘእለ፡ እስክንድርያ,TRUE
EMML (HMML) 6938,96,96,,,ተአምር፡ ዘከሠተት፡ እመ፡ መለኮት፡ በውስተ፡ ደብረ፡ አባ፡ ሲኖዳ፡ አበ፡ መነኮሳት፡ ዓምደ፡ ግብጽ፡ ላዕላይ። ወሀሎ፡ አሐዱ፡ መነኮስ፡ እምደቂቁ፡ ዘያዓቅብ፡ አትክልተ፡ በቍላት፡ ዘአኃው,TRUE
EMML (HMML) 6938,97,97,,,ወሀለዉ፡ ፪፡ ፍቁራን፡ ውስተ፡ አሐቲ፡ ቤተ፡ ክርስቲያን፡ ወአሐዱ፡ እምኔሆሙ፡ ይመልክ፡ ይእተ፡ ቤተ፡ ክርስቲያን,TRUE
EMML (HMML) 6938,98,98,,,ጸጋ፡ ወኃይል፡ ዘገብረት፡ እግዝእትነ፡…. በደወለ፡ ምስር፡ ዘምኵናነ፡ ግብጽ። ወሀለዉ፡ ዕደው፡ ዝሁራነ፡ ልብ፡ ወዕቡያነ፡ ዐይን፡ ወፈቀዱ፡ ያሥዕሉ፡ ሎሙ፡ ሥዕለ፡ እግዝእትነ,TRUE
EMML (HMML) 6938,99,99,,,ስምዑ፡ አበዊነ፡ ወአኃዊነ፡ ዘገብረት፡ ተአምረ፡ ወመንክረ፡ በብሔረ፡ ፋርስ። ወገብአት፡ ብሔረ፡ አፍርንጊ፡ ወረከበት፡ ፩፡ ብእሴ፡ ዘእብን፡ እግሩ,TRUE
EMML (HMML) 7543,100,100,,,ወኮነ፡ እንከ፡ እምድኅረ፡ ወለደቶ፡ ለፍቁር፡ ወልዳ፡ ኢየሱስ፡ ክርስቶስ፡ እንዘ፡ ሀለወት፡ ምድረ፡ ቤተ፡ ልሔም፡ ወአዘዘ፡ ሄሮድስ፡ ንጉሥ፡ ከመ፡ ይቅትሉ፡ ኵሎ፡ ተባዕተ፡ ሕፃናተ,TRUE
EMML (HMML) 2058,101,101,,,ወእምድኅረ፡ አዕረፈት፡ እግዝእትነ፡ ማርያም፡ መጽአ፡ ካልእ፡ ፋያታይ፡ ኀበ፡ ውእቱ፡ ማይ፡ ዘነቅዓ፡ እምታሕተ፡ እግራ፡ ለማርያም፡ ውዒሎ፡ ኀበ፡ ቀቲለ፡ ነፍስ,TRUE
EMML (HMML) 7543,102,102,,,ስምዑ፡ ማኅበረ፡ ቤተ፡ ክርስቲያን፡ እለ፡ መጻእክሙ፡ ከመ፡ ትስምዑ፡ ጣዕመ፡ ተአምሪሃ፡ ለድንግል። ወእምድኅረ፡ ልደታ፡ በ፫፡ ዓመት፡ አብእዋ፡ ውስተ፡ ቤተ፡ መቅደስ፡ ወበህየ፡ ነበረት፡ ፲ወ፪፡ ዓመት,TRUE
EMML (HMML) 5520,103,103,,EMML (HMML) 5520,ወሀሎ፡ ፩፡ ኤጲስ፡ ቆጶስ፡ ዘስሙ፡ መርቆሬዎስ፡ ዘኮነ፡ ለምጸ፡ ኵሎ፡ ሥጋሁ፡ ወአሐተ፡ ዕለተ፡ ሖረ፡ ኀበ፡ ሊቀ፡ ጳጳሳት፡ ዘስሙ፡ ዘካርያስ,TRUE
EMML (HMML) 7543,103,103,,EMML (HMML) 7543,ወሀሎ፡ ፩፡ ሊቀ፡ ጳጳሳት፡ ቅዱስ፡ ዘስሙ፡ ዘካርያስ። ወበ፩፡ ዕለት፡ መጽአ፡ ኀቤሁ፡ ኤጲስ፡ ቆጶስ፡ መርቆሬዎስ፡ ኵሉ፡ ሥጋሁ፡ ዘኮነ፡ ለምፀ,TRUE
EMML (HMML) 7543,104,104,,,ወሀሎ፡ ፩፡ ሊቀ፡ ጳጳሳት፡ ዘሀገረ፡ እስክንድርያ፡ ዘስሙ፡ ቆዝሞስ፡ ውእቱ፡ አብ፡ ቅዱስ፡ እምኍልቈ፡ ሊቃነ፡ ጳጳሳት፡ ፶ወ፬። ወለዝንቱ፡ ቅዱስ፡ በጽሐ፡ ላዕሌሁ፡ ኀዘን፡ ብዙኅ,TRUE
EMML (HMML) 3872,105,105,,,ወሀሎ፡ አሐዱ፡ ሊቀ፡ ጳጳሳት፡ ዘሀገረ፡ እለ፡ እስክንድርያ፡ ዘስሙ፡ ገብረ፡ ክርስቶስ። ወውእቱ፡ አብ፡ ቅዱስ፡ እምኍልቆሙ፡ ለአበው፡ ሊቃነ፡ ጳጳሳት፡ ፷ወ፯። ወኮነ፡ በመዋዕሊሁ፡ ለዝንቱ፡ አብ፡ ተአምራት፡ ወመንክራት፡ ብዙኃት። ወናሁ፡ ውእቱ፡ ሰምዐ፡ በእንተ፡ አሐቲ፡ ቤተ፡ ክርስቲያን፡ ወተሐንጸት፡ በስማ፡ ለእግዝእትነ፡…. በብሔረ፡ እንዱልስ፡ ከመ፡ ሀለወት፡ ዕፀ፡ ዘይት፡ ይብስት፡ ኀበ፡ አንቀጸ፡ ይእቲ፡ ቤተ፡ ክርስቲያን,TRUE
EMML (HMML) 7543,106,106,,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ባዕል፡ ጥቀ፡ ወይገብር፡ ተዝካራ፡ ለእግዝእትነ፡…. ወይትቄረብ፡ ቍርባነ፡ በበዓላ፡ ለእግዝእትነ፡…. ወአልቦ፡ ካልዕ፡ ምግባረ፡ ሠናይ፡ ወኢበውሂበ፡ ምጽዋት፡ ወኢበኂሩት፡ ወኢምንተኒ፡ ምግባረ፡ ሠናይ,TRUE
EMML (HMML) 3872,107,107,,,ወሀለወት፡ አሐቲ፡ ብእሲት፡ ግብጻዊት፡ ዘስማ፡ ማርያም። ዛቲ፡ ቅድስት፡ ኮነት፡ እምሀገረ፡ እለ፡ እስክንድርያ፡ ወኮኑ፡ አበዊሁ፡ ክርስቲያነ,TRUE
EMML (HMML) 3872,108-A,108,A,,ወሀሎ፡ አሐዱ፡ አብ፡ ቅዱስ፡ አባ፡ አብርሃም፡ ሶርያዊ፡ ሊቀ፡ ጳጳሳት፡ ዘሀገረ፡ እለ፡ ስክንድርያ፡ ወውእቱ፡ እምኍልቆሙ፡ ለአበው፡ ሊቃነ፡ ጳጳሳት፡ ፷ወ፪። ዝንቱ፡ አብ፡ ኮነ፡ እምነ፡ ክርስቲያን፡ ዘብሔረ፡ ምሥራቅ፡ ወኮነ፡ ነጋዴ,TRUE
B-Mc (McCarthy) 1574,108-B,108,B,,ወከዕበ፡ ኮነ፡ በመዋዕሊሁ፡ ለዝንቱ፡ አብ፡ ሊቀ፡ ጳጳሳት፡ አባ፡ አብርሃም። ወሀሎ፡ ንጉሥ፡ ዘነግሠ፡ ለምስር፡ ዘይሰመይ፡ ለምዕዝ፡ ወቦቱ፡ ሊቀ፡ ሐራ፡ ዘኮነ፡ አይሁዳዊ፡ ወቦአ፡ ውስተ፡ ሕገ፡ ተንበላት፡ ወኮነ፡ ከማሆሙ። ወቦቱ፡ ለውእቱ፡ ሊቀ፡ ሐራ፡ ፩ዐርከ፡ አይሁዳዊ፡ ወኮነ፡ ይበውእ፡ ምስሌሁ፡ ኵሎ፡ ጊዜ፡ ኀበ፡ ንጉሥ፡ ወይትናገር።,TRUE
EMML (HMML) 5520,109,109,,,ወሀለወት፡ አሐቲ፡ ብእሲት፡ እምዐባይተ፡ ሀገረ፡ ቂሳርያ፡ ወኮነ፡ አቡሃ፡ ባዕለ፡ በሕቁ፡ በወርቅ፡ ወበብሩር፡ ወበንዋየ፡ ዝንቱ፡ ዓለም፡ ኃላፊት,TRUE
EMML (HMML) 3872,110,110,,,ወኮነ፡ በመዋዕለ፡ ንጉሥ፡ ኄር፡ መፍቀሬ፡ እግዚአብሔር፡ አርቃድዮስ፡ ወበመዋዕሊሁ፡ ለአብ፡ ሊቀ፡ ጳጳሳት፡ አባ፡ ዮሐንስ፡ ዘሀገረ፡ ዐባይ፡ ቍስጥንጥንያ,TRUE
EMML (HMML) 3872,111,111,,,ወሀለወት፡ አሐቲ፡ ብእሲት፡ ምስለ፡ ሐማታ፡ በደወለ፡ ቃሕራ፡ ወቤታኒ፡ በጽንፈ፡ ባሕር፡ ወመዋግዲሁ፡ ይበጽሕ፡ ውስተ፡ አረፍታ,TRUE
EMML (HMML) 3872,112,112,,,ወሀለወት፡ አሐቲ፡ ቤተ፡ ክርስቲያን፡ በስመ፡ እግዝእትነ፡…. በሀገረ፡ ሐርተልሮም፡ ወሥዕል፡ ዘሀሎ፡ ውስተ፡ ይእቲ፡ ቤተ፡ ክርስቲያን፡ ሥዕለ፡ እግዝእትነ፡…. ወሰመይዋ፡ ስማ፡ ረዳኢት,TRUE
EMML (HMML) 3872,113,113,,,ወሀለወት፡ አሐቲ፡ ድንግል፡ ምስለ፡ እማ፡ ወመጽአ፡ አሐዱ፡ ወሬዛ፡ ወአማሰነ፡ ድንግልናሃ። ወእምዝ፡ መጽኡ፡ ብዙኃን፡ ወራዙት፡ ወረኰሰት፡ ምስሌሆሙ,TRUE
EMML (HMML) 3872,114,114,,,ወእምድኅረ፡ ዕርገቱ፡ ለእግዚእነ፡ ኢየሱስ፡ ክርስቶስ፡ መጽአ፡ ካልእ፡ ፈያታይ፡ ወዘቀተሎ፡ ለፈያታይ፡ እንዘ፡ ሀሎ፡ ንዉም፡ በውስተ፡ ማያ፡ ለእግዝእትነ,TRUE
EMML (HMML) 2058,115,115,,EMML (HMML) 2058,ወሀሎ፡ አሐዱ፡ ብእሲ፡ መስፍን፡ በሀገረ፡ ቀጰዶቅያ፡ ወኮነ፡ ሎቱ፡ አሐዱ፡ ወልደ፡ ወሬዛ,TRUE
EMML (HMML) 3872,115,115,,EMML (HMML) 3872,ወካዕበ፡ ኮነ፡ ብእሲ፡ ባዕል፡ በሀገረ፡ ቀጰዶቅያ፡ ወኮነ፡ ሎቱ፡ አሐዱ፡ ወልደ፡ አዚዝ፡ በኀቤሁ፡ እስመ፡ ብዙኅ፡ ያፈቅሮ,TRUE
EMML (HMML) 3872,116,116,,,በ፮፻፡ ወ፱፻፡ ወ፴፡ ወ፬፡ ዓመት፡ እምዓለም፡ በመዋዕሊሁ፡ ለዘርአ፡ ያዕቆብ፡ ንጉሥ፡ ወስመ፡ መንግሥቱ፡ ቈስጠንጢኖስ፡ ወልደ፡ ዳዊት,TRUE
EMML (HMML) 3872,117,117,,,ወኮነ፡ እምድኅረ፡ ተጋብኡ፡ ሐዋርያት፡ ለግንዘተ፡ እግዝእትነ፡… ቦ፡ እለ፡ ተንሥኡ፡ እምመቃብሪሆሙ፡ ወቦ፡ እለ፡ መጽኡ፡ በደመና,TRUE
