Macomber ID,Macomber Incipit,Manuscript for Macomber Incipit,Link,Notes and alternate forms of incipit by a few letters
45,ድርሳን፡ ዘደረሰ፡ አባ፡ ቄርሎስ፡ ኤጲስ፡ ቆጶስ፡ ዘሀገረ፡ ኢየሩሳሌም፡ ቅድስት፡ በእንተ፡ ሥዕለ፡ እግዝእትነ፡…. ዘሀለወት፡ በደብረ፡ ጼዴንያ፡ ኀበ፡ አሐቲ፡ ሀገር፡ እምአህጉረ፡ ዳማስቆ፡…. ወእምድኅረ፡ ዝንቱ፡ ኦፍቁራንየ፡ አነኒ፡ እሬኢ፡ ብእሴ፡ እምኔክሙ፡ ዘይጸውር፡ ተጋድሎ,EMML (HMML) 2058,,
46,ተአምሪሃ፡ ዘኮነ፡ በሀገረ፡ ጽርዕ። ወሀሎ፡ ደብር፡ በጽንፈ፡ ኢያሪኮ፡ ወኑኁ፡ መጠነ፡ መንፈቀ፡ ምዕራፍ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,ተአምሪሃ፡ (ለእግዝእትነ፡ ማርያም፡) ዘኮነ፡ በሀገረ፡ ጽርዕ። ወሀሎ፡ ደብር፡ በጽንፈ፡ ኢያሪኮ፡ ወኑኁ፡ መጠነ፡ መንፈቀ፡ ምዕራፍ
47,ወሀሎ፡ አሐዱ፡ ተንበላታይ፡ ወይነግድ፡ ለሀገረ፡ ጽርዕ፡ በባሕረ፡ ኢያሪኮ፡ በሐመር፡ ወሖረ፡ በከመ፡ ልማዱ፡ ወወፅአ፡ እምባሕር፡ ወበጽሐ፡ ሀገረ፡ ናፑል,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,
48,ዘኮነ፡ በደሴተ፡ ቆላሲስ። ወሀሎ፡ አሐዱ፡ ብእሲ፡ ባዕል፡ ጥቀ፡ ወሖረ፡ ሀገረ፡ ትርኵ፡ ከመ፡ ይፅብኦሙ፡ ለቍዝ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
49,ወሀለወት፡ በቅሩበ፡ ዓይነ፡ ማይ፡ ዘአንቅዐ፡ እግዚእነ፡ ኢየሱስ፡ ክርስቶስ፡ ዘትሰመይ፡ መጠርያ፡  በስመ፡ እግዝእትነ፡…. ወይብልዋ፡ ለይእቲ፡ ደወል፡ ምኔተ፡ ሰርድ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,ወሀለወት፡ በቅሩበ፡ ዓይነ፡ ማይ፡ ዘአንቅዐ፡ እግዚእነ፡ ኢየሱስ፡ ክርስቶስ፡ ዘትሰመይ፡ መጠርያ፡ (ቤተ፡ ክርስቲያን፡) በስመ፡ እግዝእትነ፡…. ወይብልዋ፡ ለይእቲ፡ ደወል፡ ምኔተ፡ ሰርድ (ms: ስርድ)
50,ዘገብረቶ፡ ሥዕለ፡ እግዝእትነ፡…. ዘእምርት፡ ገባሪታ፡ ተአምራት፡ ወመንክራት፡ ዘደብረ፡ ቀልሞን። ተብህለ፡ ከመ፡ ተምዐ፡ እግዚአብሔር፡ ላዕለ፡ አሐቲ፡ ሀገር፡ በእንተ፡ እከዮሙ፡ ወኀጢአቶሙ፡ ለሰብእ፡ እለ፡ ይነብሩ፡ ውስቴታ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
51,ዘከመ፡ ተስእላ፡ ሠለስቱ፡ ደናግል፡ ዘከመ፡ ወለደት፡ አምላከ። ወእምዝ፡ መጽኣ፡ ኀቤሃ፡ ፫፡ ደናግል፡ እለ፡ ይትቀነያ፡ ላቲ፡ ወይቤላሃ፡ ኢትኅዝኒ፡ ኦእግዝእትየ፡ ማርያም፡ ነሕነሰ፡ ንመጽእ፡ ምስሌኪ,EMML (HMML) 2058,,
52,ወሀሎ፡ በመዋዕለ፡ ሢመቱ፡ ለአብ፡ ኤጲስ፡ ቆጶስ፡ አባ፡ ሚካኤል፡ ዘደብረ፡ ምጥማቅ፡ መጽኡ፡ ኀቤሁ፡ መነኮሳተ፡ ደብር፡ ሶበ፡ ቀርበ፡ በዐለ፡ ፋሲካ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
53,ወሀሎ፡ ውስተ፡ ዝንቱ፡ ደብር፡ ቅዱስ፡ ደብረ፡ ምጥማቅ፡ ቤተ፡ ክርስቲያን፡ ዘሕንጽት፡ በስመ፡ እግዝእትነ፡…. ዔላ፡ ዘውእቱ፡ ምዕላደ፡ ማይ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
54,ስምዑ፡ አበውየ፡ ወአኃውየ፡ ዘንተ፡ ነገረ፡ ዘኮነ፡ በእንተ፡ እግዝእትነ፡…. እመ፡ ምሕረት፡ ሰማዒት፡ ለዘሰአላ፡ ወመስተፍሥሒት፡ ለሕዙናን፡ በአማን፡ ተወካፊት፡ ለዘሰአላ፡ በጥቡዕ፡ ልብ፡ ወበጽኑዕ፡ ሃይማኖት። ወእንዘ፡ ሀሎኩ፡ አነ፡ ነዳይ፡ ዮሐንስ፡ እስቁፍ፡ ዘገዳመ፡ አስቄጥስ፡ በደብረ፡ ነጋድያን፡ አዘዘኒ፡ መምህር፡ ከመ፡ እትለአኮሙ፡ ለሕሙማን,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
54,ወሀለወት፡ ሥዕለ፡ እግዝእትነ፡ ማርያም፡ በደብረ፡ ነጋድያን፡ በቤተ፡ ሕሙማን፡ መንገለ፡ ምሥራቅ,EMML (HMML) 5520,,
55,ወሀለዉ፡ በገዳመ፡ አስቄጥስ፡ ብዙኃን፡ ሕሙማን፡ እምአበው፡ ቅዱሳን,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
56,ወአሐተ፡ ዕለተ፡ ወፅአ፡ መምህር፡ ዘአስቄጥስ፡ ገዳመ፡ ወርእየ፡ ብዙኀ፡ መናፍስት፡ ወአጋንንት፡ ዘአልቦ፡ ኍልቈ፡ ወደንገፀ፡ ወጐየ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,ወአሐተ፡ ዕለተ፡ ወፅአ፡ መምህር፡ ዘአስቄጥስ፡ ገዳመ፡ ወርእየ፡ ብዙኀ፡ መናፍስት፡ (ርኵሳን፡) ወአጋንንት፡ ዘአልቦ፡ ኍልቈ፡ ወደንገፀ፡ ወጐየ
57,ወሀለወት፡ ብእሲት፡ ነዳይት፡ ወሞተ፡ ምታ፡ ወኀደገ፡ አዋልደ፡ ለአሐቲ፡ ስማ፡ ማርያም፡ ወለካልእት፡ ስማ፡ ማርታ፡ ወለሣልሲት፡ ስማ፡ የዋሂት,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
58,ወሀለወት፡ አሐቲ፡ ብእሲት፡ ፈራሂተ፡ እግዚአብሔር፡ ወመፍቀሪተ፡ ነዳያን፡ ወመፍቀሪተ፡ ጽድቅ፡ ወምጽዋት፡ ወሥርጉት፡ በኵሉ፡ ምግባረ፡ ሠናይ፡ በጾም፡ ወበጸሎት፡ ዘስማ፡ ማርታ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
59,ወሀለወት፡ ሀገር፡ እምአህጉረ፡ ጽዒድ፡ ዘትሰመይ፡ በድርማን፡ ወይነብር፡ ውስቴታ፡ ብእሲ፡ ዘስሙ፡ አብርሃም፡ ወስመ፡ ብእሲቱ፡ ጌራ፡ አንስት,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
60,ወኮነ፡ በሀገረ፡ ጽዒድ፡ ፀብእ፡ ምስለ፡ ዐረብ፡ በበይናቲሆሙ። ወአሐቲ፡ እምአንስተ፡ ዐረብ፡ ነሥአት፡ ሥርጓ፡ ዘወርቅ፡ ወዘብሩር፡ ወአዕቀበቶሙ፡ ኀበ፡ ብእሲት፡ ክርስቲያናዊት,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
61,ወሀለዉ፡ በአሐቲ፡ ሀገር፡ እምአህጉረ፡ ክርስቲያን፡ ፪፡ አኃው፡ ፍቁራን፡ ወጽፉቀ፡ ይትፋቀሩ፡ በበይናቲሆሙ፡ ወየአምሩ፡ ግብረ፡ እድ፡ ወግብረ፡ እዶሙሰ፡ ጽሒፍ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,ወሀለዉ፡ በአሐቲ፡ ሀገር፡ እምአህጉረ፡ ክርስቲያን፡ ፪፡ አኃው፡ ፍቁራን፡ ወጽፉቀ፡ ይትፋቀሩ፡ በበይናቲሆሙ፡ ወየአምሩ፡ (ms: ወያእምሩ፡) ግብረ፡ እድ፡ ወግብረ፡ እዶሙሰ፡ ጽሒፍ
62,ወኮነ፡ በአሐቲ፡ ሀገር፡ እምአህጉረ፡ ክርስቲያን፡ ወሀገሩሰ፡ ዐቢይ፡ ይእቲ፡ ወሰብአ፡ ዚአሃ፡ ነገሥታቲሃ፡ ወጳጳሳቲሃ፡ ወኵሉ፡ ሕዝባ፡ እድ፡ ወአንስት፡ ያፈቅርዋ፡ ለእግዝእትነ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
63,ወእንዘ፡ የሐንጹ፡ ቤተ፡ ክርስቲያን፡ በደብረ፡ ቍስቋም፡ በስመ፡ እግዝእትነ፡…. ሶበ፡ አዘዞ፡ ንጉሥ፡ መፍቀሬ፡ እግዚአብሔር,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
64,ተአምሪሃ፡ ለእግዝእትነ፡… እንተ፡ ገብረቶ፡ በላዕለ፡ መሠርይት፡ ጣውሉዳር፡ ወጣማር፡ መርዓታ፡ ለድምሳሴሆን፡ በጽንዐ፡ መዝራዕታ። ነገረ፡ ተአምሪሃ፡ ለእግዝእትነ፡…. ዘነገረቶ፡ ለጢሞቴዎስ፡ ሊቀ፡ ጳጳሳት፡ ዘእለስክንድርያ፡ ወልደ፡ ዲዮስቆሮስ፡ ወትቤ፡ ስማዕ፡ እንግርከ፡ ዘረከበነ፡ አመ፡ ናንሶሱ፡ ውስተ፡ ምድረ፡ ግብጽ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,ተአምሪሃ፡ ለእግዝእትነ፡… እንተ፡ ገብረቶ፡ በላዕለ፡ መሠርይት፡ ጣውሉዳር፡ ወጣማር፡ (ms: ጦማር፡) መርዓታ፡ ለድምሳሴሆን፡ በጽንዐ፡ መዝራዕታ። ነገረ፡ ተአምሪሃ፡ ለእግዝእትነ፡…. ዘነገረቶ፡ ለጢሞቴዎስ፡ ሊቀ፡ ጳጳሳት፡ ዘእለስክንድርያ፡ ወልደ፡ ዲዮስቆሮስ፡ ወትቤ፡ ስማዕ፡ እንግርከ፡ ዘረከበነ፡ አመ፡ ናንሶሱ፡ ውስተ፡ ምድረ፡ ግብጽ
65,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘይትጌበር፡ አዕጻዳተ፡ ወይን፡ በሀገር፡ ዘትሰመይ፡ መንፈሉጥ፡ ወኮነ፡ ዝንቱ፡ ብእሲ፡ ይነሥእ፡ ዓስቦ፡ እምቈጽለ፡ ገነት,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
66,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ቀሲስ፡ በደብረ፡ አባ፡ መቃርስ፡ ዘስሙ፡ ዮሐንስ፡ ወዘልፈ፡ ታስተርእዮ፡ እግዝእትነ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
67,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ከሐዲ፡ ወየኀድር፡ ውስተ፡ ሀገረ፡ ቁስያ፡ ወባዕል፡ ጥቀ፡ በንዋይ፡ ወይጸልእ፡ ዘመደ፡ ክርስቲያን,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
68,ወሀሎ፡ አሐዱ፡ ብእሲ፡ መስተጋድል፡ ፈድፋደ፡ በከዊነ፡ ስምዕ፡ በእንተ፡ ስመ፡ እግዝእነ፡ ወአምላክነ፡ ወመድኃኒነ፡ ኢየሱስ፡ ክርስቶስ፡ ዘስሙ፡ ጊዮርጊስ፡ ሐዲስ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
69,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘስሙ፡ ማርቆስ፡ ዘነግሠ፡ በሮምያ፡ እምድኅረ፡ ሞተ፡ አቡሁ፡ ንጉሥ፡ ዘስሙ፡ ገብረ፡ ኢየሱስ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
70,ወሀሎ፡ አሐዱ፡ ሊቀ፡ ጳጳሳት፡ ዘስሙ፡ ዲዮናስዮስ፡ በሀገረ፡ ሮምያ፡ ወሶበ፡ ኃጥእዎ፡ ሕዝብ፡ ለብፁዕ፡ ማርቆስ፡ ውስተ፡ ቤተ፡ መንግሥቱ፡ ሖሩ፡ ኀበ፡ ሊቀ፡ ጳጳሳት,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
71,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘስሙ፡ መስፍያኖስ፡ ንጉሠ፡ ሮምያ፡ ወስመ፡ ብእሲቱ፡ ስፍንግያ፡ እስመ፡ መካን፡ ይእቲ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
72,ወሀሎ፡ አሐዱ፡ ብእሲ፡ አሞራዊ፡ ዘሀገረ፡ ቀራይስ፡ ወአረማዊ፡ ውእቱ፡ ወኢየአምር፡ ለእግዚአብሔር,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
73,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዕቡይ፡ ዘአንበረ፡ ውስተ፡ ሰማይ፡ አፉሁ፡ ወአንሶሰወ፡ ውስተ፡ ምድር፡ ልሳኑ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
74,ኦኵልክሙ፡ ማኅበረ፡ ክርስቲያን፡ ክሥቱ፡ አእዛነ፡ አልባቢክሙ፡ ለሰሚዐ፡ ተአምሪሃ፡ ለእግዝእትነ፡…. ወሰሚዐክሙ፡ ከመ፡ አድኃነቶሙ፡ ለኃጥኣን፡ እምስሕተቶሙ፡ በትንብልናሃ፡ በልዋ፡ ኦድንግል፡ አፍጥኒ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
75,ተአምር፡ ወውዳሴ፡ ክቡር፡ ዘገብረ፡ እግዚእነ፡ ኢየሱስ፡ ክርስቶስ፡ ላዕለ፡ እሙ፡ ድንግል። ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘስሙ፡ ጢባርዮስ፡ ንጉሠ፡ ሮሜ፡ ዘበመዋዕሊሁ፡ ተሰቅለ፡ እግዚእነ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
76,ወኮነ፡ ሶበ፡ ሖረ፡ ዮሐንስ፡ ኀበ፡ ጢባርዮስ፡ ንጉሠ፡ ሀገረ፡ ሮሜ፡ በከመ፡ ይቤሎ፡ እግዚእነ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
77,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘስሙ፡ ጴጥሮስ፡ በዋርስ፡ ወሐነጸ፡ ቤተ፡ ክርስቲያነ፡ በስመ፡ እግዝእትነ፡ ማርያም። ወነበረ፡ ያስተበቍዕ፡ ኀቤሃ፡ ከመ፡ ትስአል፡ ሎቱ፡ ኀበ፡ ወልዳ፡ ያርኢዮ፡ ምስጢረ፡ ሥላሴሁ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
78,ወሀሎ፡ አሐዱ፡ ብእሲ፡ አረማዊ፡ ዘስሙ፡ ርውኅ፡ ወአመ፡ ሜጦ፡ እግዚአብሔር፡ ኀበ፡ አሚነ፡ ሥላሴ፡ በጸሎታ፡ ለእግዝእትነ፡ ማርያም፡ ተሰምየ፡ እንጦንስሃ፡ ሐዲሰ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
79,ተአምር፡ ዘተከሥተት፡ በእደ፡ አቡነ፡ ሊቀ፡ ጳጳሳት፡ አባ፡ ማቴዎስ። ወሀሎ፡ ቀሲስ፡ እምሰብአ፡ መላዊ፡ ዘስሙ፡ ማርቆስ፡ ወቦቱ፡ ብእሲት፡ ወመጽአ፡ ላዕሌሃ፡ ለምጽ፡ ዲበ፡ ሕንብርታ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
80,ወበዓመት፡ ፲፻ወ፩፻፡ ፲ወ፪፡ ለሰማዕታት፡ በጽሑ፡ መነኮሳት፡ እምደብረ፡ አቡነ፡ እንጦንዮስ፡ ከመ፡ ይግበሩ፡ ሰሙነ፡ ሕማማት፡ በደብረ፡ ቍስቋም,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
81,ወበዐመት፡ ፲፻፴፡ ወ፰፡ ሖረ፡ ኀበ፡ አቡነ፡ ቆሞስ፡ ዮሐንስ፡ አበ፡ ምኔት፡ ዘደብረ፡ አቡነ፡ እንጦንዮስ፡ ወእሙር፡ ውእቱ፡ በቅድስና፡ ወበንጽሕ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
82,ወሀሎ፡ በሀገር፡ ዘትሰመይ፡ እልክሱስ፡ ብእሲ፡ ቀሲስ፡ ዘስሙ፡ ከጢር፡ ወአረጋዊ፡ ብእሲሁ፡ ወይነብር፡ ውስተ፡ ቤተ፡ ክርስቲያነ፡ እግዝእትነ፡…. ወይሴሰይ፡ እምምጽዋተ፡ ሰብእ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,ወሀሎ፡ በሀገር፡ ዘትሰመይ፡ እልክሱስ፡ ብእሲ፡ ቀሲስ፡ ዘስሙ፡ ከጢር፡ (ms: ክጢር፡) ወአረጋዊ፡ ብእሲሁ፡ ወይነብር፡ ውስተ፡ ቤተ፡ ክርስቲያነ፡ እግዝእትነ፡…. ወይሴሰይ፡ እምምጽዋተ፡ ሰብእ
83,ወሀለዉ፡ ፪፡ አኃው፡ ውስተ፡ ሀገር፡ ዘትሰመይ፡ ደልጋ፡ የአልሉ፡ አልባሰ፡ በቀለመ፡ ኒል፡ ወአሐዱ፡ እምኔሆሙ፡ ቀሲስ፡ ዘስሙ፡ ታግ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
84,ይቤ፡ ዮሐንስ፡ አፈ፡ ወርቅ፡ እንዘ፡ ይዜኑ፡ ዘከመ፡ ኃውጸቶ፡ እግዝእትነ፡ ማርያም፡ ምስለ፡ ፍቁር፡ ወልዳ፡ ለዮሐንስ፡ መጥምቅ፡ እንዘ፡ ሀሎ፡ ገዳመ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
85,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘስሙ፡ ፒፋሞን፡ በሀገረ፡ አውሴም፡ ክቡረ፡ ዘመድ፡ ወአቡሁ፡ መኰንነ፡ ሀገር,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
86,ወሀሎ፡ አሐዱ፡ ብእሲ፡ በሀገረ፡ ስንሑት፡ ዘስሙ፡ ዮሐንስ፡ እምንእሱ፡ ዘአሥመሮ፡ ለእግዚአብሔር፡ በሠናይ፡ ገድል,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
87,ወኮነ፡ ሶበ፡ ጥዕመት፡ ሞተ፡ እግዝእትነ፡ ማርያም፡ አመ፡ ፳ወ፩፡ ለጥር፡ ተማከሩ፡ አይሁድ፡ እንዝ፡ ይብሉ፡ ሚንገብር፡ ሐዘነ፡ ሞት፡ ወረደ፡ ላዕሌነ፡ በእንተ፡ ኢየሱስ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
88,ወሀሎ፡ አሐዱ፡ ብእሲ፡ በሀገረ፡ ኢየሩሳሌም፡ እምመስፍንተ፡ ሮሜ፡ ወመጽአ፡ ከመ፡ ይጸሊ፡ ኀበ፡ መቃብረ፡ እግዚእነ፡ ኢየሱስ፡ ክርስቶስ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
89,ወኮነ፡ ሶበ፡ አንገሦ፡ እግዚአብሔር፡ ለንጉሥ፡ ዘይኑን፡ ዲበ፡ ሀገረ፡ ሮሜ፡ ወቍስጥንጥንያ፡ ወአድያመ፡ ግብጽ፡ ወተዘከረ፡ በልቡ፡ ወይቤ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
90,ወኮነ፡ በአሐቲ፡ ዕለት፡ እንዘ፡ የዐውድ፡ ካህን፡ ወእንዘ፡ የዐጥን፡ ቤተ፡ ክርስቲያነ፡ ወበጽሐ፡ ኀበ፡ ሀለወ፡ ሥዕለ፡ እግዝእትነ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
91,ወኮነ፡ ሶበ፡ ኀደረት፡ እግዝእትነ፡ ማርያም፡ ምስለ፡ ፍቁር፡ ወልዳ፡ ውስተ፡ ደብረ፡ ምጥማቅ፡ ምስለ፡ ዮሴፍ፡ ወሰሎሜ፡ ወባረኮ፡ እግዚአብሔር፡ ለውእቱ፡ መካን,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
92,ተብህለ፡ ከመ፡ ሀሎ፡ አሐዱ፡ ብእሲ፡ ፈራሄ፡ እግዚአብሔር፡ ዘስሙ፡ ሚካኤል፡ ወያፈቅራ፡ ለእግዝእትነ፡ ማርያም፡ እምንእሱ፡ ወጸሓፊ፡ ውእቱ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
93,ተብህለ፡ ከመ፡ ሀሎ፡ አሐዱ፡ ብእሲ፡ ተንባላታይ፡ እምዘመደ፡ ተንባላት፡ በሀገረ፡ ምስር፡ በጎረ፡ ቤተ፡ ክርስቲያን፡ ዘቅዱስ፡ ማርቆስ፡ ወቤተ፡ ክርስቲያን፡ ዘቅዱስ፡ አባ፡ ሲኖዳ,EMML (HMML) 7543,,
94,ወሀሎ፡ አሐዱ፡ መነኮስ፡ ባሕታዊ፡ በኢየሩሳሌም፡ እምመነኮሳት፡ ቀደምት፡ ወይትቀነይ፡ ለእግዚአብሔር፡ በጾም፡ ወበጸሎት,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
95,ወሀለዉ፡ ፪፡ መነኮሳት፡ ስሙ፡ ለአሐዱ፡ አብርሃም፡ ወስሙ፡ ለአሐዱ፡ ይስሐቅ፡ ወፈቀዱ፡ ይሖሩ፡ ኀበ፡ ሊቀ፡ ጳጳሳት፡ ዘእለ፡ እስክንድርያ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
96,ተአምር፡ ዘከሠተት፡ እመ፡ መለኮት፡ በውስተ፡ ደብረ፡ አባ፡ ሲኖዳ፡ አበ፡ መነኮሳት፡ ዓምደ፡ ግብጽ፡ ላዕላይ። ወሀሎ፡ አሐዱ፡ መነኮስ፡ እምደቂቁ፡ ዘያዓቅብ፡ አትክልተ፡ በቍላት፡ ዘአኃው,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
97,ወሀለዉ፡ ፪፡ ፍቁራን፡ ውስተ፡ አሐቲ፡ ቤተ፡ ክርስቲያን፡ ወአሐዱ፡ እምኔሆሙ፡ ይመልክ፡ ይእተ፡ ቤተ፡ ክርስቲያን,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
98,ጸጋ፡ ወኃይል፡ ዘገብረት፡ እግዝእትነ፡…. በደወለ፡ ምስር፡ ዘምኵናነ፡ ግብጽ። ወሀለዉ፡ ዕደው፡ ዝሁራነ፡ ልብ፡ ወዕቡያነ፡ ዐይን፡ ወፈቀዱ፡ ያሥዕሉ፡ ሎሙ፡ ሥዕለ፡ እግዝእትነ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,
99,ስምዑ፡ አበዊነ፡ ወአኃዊነ፡ ዘገብረት፡ ተአምረ፡ ወመንክረ፡ በብሔረ፡ ፋርስ። ወገብአት፡ ብሔረ፡ አፍርንጊ፡ ወረከበት፡ ፩፡ ብእሴ፡ ዘእብን፡ እግሩ,EMML (HMML) 6938,https://www.vhmml.org/readingRoom/view/200563,ስምዑ፡ አበዊነ፡ ወአኃዊነ፡ ዘገብረት፡ ተአምረ፡ ወመንክረ፡ በብሔረ፡ ፋርስ። ወገብአት፡ ብሔረ፡ አፍርንጊ፡ ወረከበት፡ ፩፡ ብእሴ፡ (ms: ብእሲ፡) ዘእብን፡ እግሩ
100,ወኮነ፡ እንከ፡ እምድኅረ፡ ወለደቶ፡ ለፍቁር፡ ወልዳ፡ ኢየሱስ፡ ክርስቶስ፡ እንዘ፡ ሀለወት፡ ምድረ፡ ቤተ፡ ልሔም፡ ወአዘዘ፡ ሄሮድስ፡ ንጉሥ፡ ከመ፡ ይቅትሉ፡ ኵሎ፡ ተባዕተ፡ ሕፃናተ,EMML (HMML) 7543,,
101,ወእምድኅረ፡ አዕረፈት፡ እግዝእትነ፡ ማርያም፡ መጽአ፡ ካልእ፡ ፋያታይ፡ ኀበ፡ ውእቱ፡ ማይ፡ ዘነቅዓ፡ እምታሕተ፡ እግራ፡ ለማርያም፡ ውዒሎ፡ ኀበ፡ ቀቲለ፡ ነፍስ,EMML (HMML) 2058,,
102,ስምዑ፡ ማኅበረ፡ ቤተ፡ ክርስቲያን፡ እለ፡ መጻእክሙ፡ ከመ፡ ትስምዑ፡ ጣዕመ፡ ተአምሪሃ፡ ለድንግል። ወእምድኅረ፡ ልደታ፡ በ፫፡ ዓመት፡ አብእዋ፡ ውስተ፡ ቤተ፡ መቅደስ፡ ወበህየ፡ ነበረት፡ ፲ወ፪፡ ዓመት,EMML (HMML) 7543,,
103,ወሀሎ፡ ፩፡ ሊቀ፡ ጳጳሳት፡ ቅዱስ፡ ዘስሙ፡ ዘካርያስ። ወበ፩፡ ዕለት፡ መጽአ፡ ኀቤሁ፡ ኤጲስ፡ ቆጶስ፡ መርቆሬዎስ፡ ኵሉ፡ ሥጋሁ፡ ዘኮነ፡ ለምፀ,EMML (HMML) 7543,,
103,ወሀሎ፡ ፩፡ ኤጲስ፡ ቆጶስ፡ ዘስሙ፡ መርቆሬዎስ፡ ዘኮነ፡ ለምጸ፡ ኵሎ፡ ሥጋሁ፡ ወአሐተ፡ ዕለተ፡ ሖረ፡ ኀበ፡ ሊቀ፡ ጳጳሳት፡ ዘስሙ፡ ዘካርያስ,EMML (HMML) 5520,,
104,ወሀሎ፡ ፩፡ ሊቀ፡ ጳጳሳት፡ ዘሀገረ፡ እስክንድርያ፡ ዘስሙ፡ ቆዝሞስ፡ ውእቱ፡ አብ፡ ቅዱስ፡ እምኍልቈ፡ ሊቃነ፡ ጳጳሳት፡ ፶ወ፬። ወለዝንቱ፡ ቅዱስ፡ በጽሐ፡ ላዕሌሁ፡ ኀዘን፡ ብዙኅ,EMML (HMML) 7543,,ወሀሎ፡ ፩፡ ሊቀ፡ ጳጳሳት፡ ዘሀገረ፡ እስክንድርያ፡ ዘስሙ፡ ቆዝሞስ፡ ውእቱ፡ አብ፡ ቅዱስ፡ እምኍልቈ፡ ሊቃነ፡ (ms: ሊቀ፡) ጳጳሳት፡ ፶ወ፬። ወለዝንቱ፡ ቅዱስ፡ በጽሐ፡ ላዕሌሁ፡ ኀዘን፡ ብዙኅ
